'woodp'=>2080000,'clayp'=>2400000,'ironp'=>2400000,'cropp'=>3599196,'upkeep'=>0
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74417170.8,'upkeep'=>1161353.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520613,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8559710063,'upkeep'=>8589133370
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8559644676,'upkeep'=>8589067983
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8559644676,'upkeep'=>8589067983
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8559644676,'upkeep'=>8589067983
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74416954.8,'upkeep'=>1161569.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520613,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8559644676,'upkeep'=>8589067983
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8759632788,'upkeep'=>8789056095
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8959626705,'upkeep'=>8989050012
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9159626705,'upkeep'=>9189050012
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520613,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520613,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9359620344,'upkeep'=>9389043651
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9559614692,'upkeep'=>9589037999
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9760008053,'upkeep'=>9789431360
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9760408053,'upkeep'=>9789831360
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960395382,'upkeep'=>9989818689
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960389367,'upkeep'=>9989812674
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960389367,'upkeep'=>9989812674
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960375533,'upkeep'=>9989798840
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520614,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960375533,'upkeep'=>9989798840
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520614,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398282,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520614,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520614,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520615,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960363503,'upkeep'=>9989786810
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398279,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960280501,'upkeep'=>9989703808
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520615,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520615,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520615,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398276,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960268471,'upkeep'=>9989691778
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960190281,'upkeep'=>9989613588
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9959783364,'upkeep'=>9989206671
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960183364,'upkeep'=>9989606671
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960176447,'upkeep'=>9989599754
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9959776447,'upkeep'=>9989199754
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960176447,'upkeep'=>9989599754
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960176447,'upkeep'=>9989599754
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960176447,'upkeep'=>9989599754
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9959764418,'upkeep'=>9989187725
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9960164418,'upkeep'=>9989587725
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9920898408,'upkeep'=>9950321715
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9920492417,'upkeep'=>9949915724
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9881311289,'upkeep'=>9910734596
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9880911289,'upkeep'=>9910334596
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9840904455,'upkeep'=>9870327762
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398273,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9841304455,'upkeep'=>9870727762
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9800897677,'upkeep'=>9830320984
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398270,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9720897788,'upkeep'=>9750321095
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520616,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9720891917,'upkeep'=>9750315224
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9720874307,'upkeep'=>9750297614
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520618,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398267,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9680885276,'upkeep'=>9710308583
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520618,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520618,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520618,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-9640497899,'upkeep'=>9669921206
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398264,'upkeep'=>100
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415365.8,'upkeep'=>1163158.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415365.8,'upkeep'=>1163158.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415365.8,'upkeep'=>1163158.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520620,'upkeep'=>219643287
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415365.8,'upkeep'=>1163158.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415332.8,'upkeep'=>1163191.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520620,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520620,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520620,'upkeep'=>219643287
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415208.8,'upkeep'=>1163315.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520622,'upkeep'=>219643287
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415183.8,'upkeep'=>1163340.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415183.8,'upkeep'=>1163340.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415150.8,'upkeep'=>1163373.2
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8980511289,'upkeep'=>9009934596
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74415062.8,'upkeep'=>1163461.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520622,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560511289,'upkeep'=>8589934596
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520622,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520622,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560487509,'upkeep'=>8589910816
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520622,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560477171,'upkeep'=>8589900478
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560472001,'upkeep'=>8589895308
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560472001,'upkeep'=>8589895308
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398256,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520624,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560451324,'upkeep'=>8589874631
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560439434,'upkeep'=>8589862741
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560439434,'upkeep'=>8589862741
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560439434,'upkeep'=>8589862741
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520624,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398252,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520624,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520624,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398248,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398248,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398248,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398248,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520624,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>20224000,'clayp'=>20224000,'ironp'=>15328000,'cropp'=>79437575,'upkeep'=>685258
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520626,'upkeep'=>219643287
'woodp'=>20224000,'clayp'=>20224000,'ironp'=>15328000,'cropp'=>79434918,'upkeep'=>687915
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>20224000,'clayp'=>20224000,'ironp'=>15328000,'cropp'=>79434001,'upkeep'=>688832
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398244,'upkeep'=>100
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74408374.8,'upkeep'=>1170149.2
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560421600,'upkeep'=>8589844907
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74408222.8,'upkeep'=>1170301.2
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560214826,'upkeep'=>8589638133
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74408190.8,'upkeep'=>1170333.2
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560214826,'upkeep'=>8589638133
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560214826,'upkeep'=>8589638133
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560202937,'upkeep'=>8589626244
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520628,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398240,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560196993,'upkeep'=>8589620300
'woodp'=>20224000,'clayp'=>20224000,'ironp'=>15328000,'cropp'=>79431445,'upkeep'=>691388
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74407446.8,'upkeep'=>1171077.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520628,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520628,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560179159,'upkeep'=>8589602466
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74407118.8,'upkeep'=>1171405.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406878.8,'upkeep'=>1171645.2
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520628,'upkeep'=>219643287
'woodp'=>20470000,'clayp'=>10320000,'ironp'=>9928000,'cropp'=>-199520628,'upkeep'=>219643287
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560167270,'upkeep'=>8589590577
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406718.8,'upkeep'=>1171805.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406662.8,'upkeep'=>1171861.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406654.8,'upkeep'=>1171869.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406446.8,'upkeep'=>1172077.2
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406326.8,'upkeep'=>1172197.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398240,'upkeep'=>100
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74406294.8,'upkeep'=>1172229.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398240,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398240,'upkeep'=>100
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34540984,'upkeep'=>2207958
'woodp'=>24500000,'clayp'=>24500000,'ironp'=>24500000,'cropp'=>34540928,'upkeep'=>2208014
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560149436,'upkeep'=>8589572743
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560107824,'upkeep'=>8589531131
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398236,'upkeep'=>100
'woodp'=>19624000,'clayp'=>14754000,'ironp'=>19624000,'cropp'=>-8560107824,'upkeep'=>8589531131
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29398236,'upkeep'=>100
'woodp'=>19600000,'clayp'=>19600000,'ironp'=>19600000,'cropp'=>74405926.8,'upkeep'=>1172597.2
